repo,org,system_id,model,total_gpus,comm_intensity,comm_intensity_measured,comm_intensity_reason
training_results_v3.1,Dell,2xXE8640x4H100-SXM-80GB,dlrm_dcnv2,8,,False,repo_unavailable
training_results_v3.1,Dell,2xXE8640x4H100-SXM-80GB,ssd,8,,False,repo_unavailable
training_results_v3.1,Dell,2xXE8640x4H100-SXM-80GB,resnet,8,,False,repo_unavailable
training_results_v3.1,Dell,2xXE8640x4H100-SXM-80GB,bert,8,,False,repo_unavailable
training_results_v3.1,Dell,XE8640x4H100-SXM-80GB,ssd,4,,False,repo_unavailable
training_results_v3.1,Dell,XE8640x4H100-SXM-80GB,resnet,4,,False,repo_unavailable
training_results_v3.1,Dell,XE8640x4H100-SXM-80GB,bert,4,,False,repo_unavailable
training_results_v3.1,Dell,2xXE9680x8H100-SXM-80GB,ssd,16,,False,repo_unavailable
training_results_v3.1,Dell,2xXE9680x8H100-SXM-80GB,resnet,16,,False,repo_unavailable
training_results_v3.1,Dell,2xXE9680x8H100-SXM-80GB,bert,16,,False,repo_unavailable
training_results_v3.1,Dell,XE9680x8H100-SXM-80GB,dlrm_dcnv2,8,,False,repo_unavailable
training_results_v3.1,Dell,XE9680x8H100-SXM-80GB,ssd,8,,False,repo_unavailable
training_results_v3.1,Dell,XE9680x8H100-SXM-80GB,resnet,8,,False,repo_unavailable
training_results_v3.1,Dell,XE9680x8H100-SXM-80GB,bert,8,,False,repo_unavailable
training_results_v3.1,Dell,XE9680x8H100-SXM-80GB,stable_diffusion,8,,False,repo_unavailable
training_results_v3.1,Dell,XE9640x4H100-SXM-80GB,dlrm_dcnv2,4,,False,repo_unavailable
training_results_v3.1,Dell,XE9640x4H100-SXM-80GB,ssd,4,,False,repo_unavailable
training_results_v3.1,Dell,XE9640x4H100-SXM-80GB,resnet,4,,False,repo_unavailable
training_results_v3.1,Dell,XE9640x4H100-SXM-80GB,bert,4,,False,repo_unavailable
training_results_v3.1,Azure+NVIDIA,ND_H100_v5_n1344_pytorch,gpt3,10752,,False,repo_unavailable
training_results_v3.1,GigaComputing,G593-ZD2_mxnet,resnet,8,,False,repo_unavailable
training_results_v3.1,GigaComputing,G593-ZD2_hugectr,dlrm_dcnv2,8,,False,repo_unavailable
training_results_v3.1,GigaComputing,G593-ZD2_pytorch,ssd,8,,False,repo_unavailable
training_results_v3.1,GigaComputing,G593-ZD2_pytorch,bert,8,,False,repo_unavailable
training_results_v3.1,Ailiverse,8xA100_40GB_open,resnet,80,,False,repo_unavailable
training_results_v3.1,ASUSTeK,ESC8000-E11-8xH100-PCIE-80GB,dlrm_dcnv2,8,,False,repo_unavailable
training_results_v3.1,ASUSTeK,ESC8000-E11-8xH100-PCIE-80GB,ssd,8,,False,repo_unavailable
training_results_v3.1,ASUSTeK,ESC8000-E11-8xH100-PCIE-80GB,resnet,8,,False,repo_unavailable
training_results_v3.1,ASUSTeK,ESC8000-E11-8xH100-PCIE-80GB,bert,8,,False,repo_unavailable
training_results_v3.1,ASUSTeK,ESC-N8-E11,dlrm_dcnv2,8,,False,repo_unavailable
training_results_v3.1,ASUSTeK,ESC-N8-E11,ssd,8,,False,repo_unavailable
training_results_v3.1,ASUSTeK,ESC-N8-E11,resnet,8,,False,repo_unavailable
training_results_v3.1,ASUSTeK,ESC-N8-E11,bert,8,,False,repo_unavailable
training_results_v3.1,Fujitsu,primergy-cdi-A100x8-mxnet-ngc23.09,resnet,8,,False,repo_unavailable
training_results_v3.1,Fujitsu,primergy-cdi-A100x4-mxnet-ngc23.09,resnet,4,,False,repo_unavailable
training_results_v3.1,Fujitsu,primergy-cdi-A100x2-mxnet-ngc23.09,resnet,2,,False,repo_unavailable
training_results_v3.1,Fujitsu,primergy-cdi-A100x10-pytorch-ngc23.09_gbs320,ssd,10,,False,repo_unavailable
training_results_v3.1,Fujitsu,primergy-cdi-A100x10-mxnet-ngc23.09,resnet,10,,False,repo_unavailable
training_results_v3.1,Fujitsu,primergy-cdi-A100x8-pytorch-ngc23.09_gbs320,ssd,8,,False,repo_unavailable
training_results_v3.1,Azure,ND_H100_v5_mxnet,resnet,8,,False,repo_unavailable
training_results_v3.1,Azure,ND_H100_v5_pytorch,bert,8,,False,repo_unavailable
training_results_v3.1,Clemson,8xR750-2xA100-PCIe-80GB,bert,16,,False,repo_unavailable
training_results_v3.1,Clemson,16xR750-2xA100-PCIe-80GB,bert,32,,False,repo_unavailable
training_results_v4.0,Dell,XE8640x4H100-SXM-80GB,gnn,4,,False,repo_unavailable
training_results_v4.0,Dell,XE8640x4H100-SXM-80GB,ssd,4,,False,repo_unavailable
training_results_v4.0,Dell,XE8640x4H100-SXM-80GB,resnet,4,,False,repo_unavailable
training_results_v4.0,Dell,XE8640x4H100-SXM-80GB,bert,4,,False,repo_unavailable
training_results_v4.0,Dell,XE9680x8H100-SXM-80GB,dlrm_dcnv2,8,,False,repo_unavailable
training_results_v4.0,Dell,XE9680x8H100-SXM-80GB,llama2_70b_lora,8,,False,repo_unavailable
training_results_v4.0,Dell,XE9680x8H100-SXM-80GB,ssd,8,,False,repo_unavailable
training_results_v4.0,Dell,XE9680x8H100-SXM-80GB,resnet,8,,False,repo_unavailable
training_results_v4.0,Dell,XE9680x8H100-SXM-80GB,bert,8,,False,repo_unavailable
training_results_v4.0,Dell,XE9640x4H100-SXM-80GB,dlrm_dcnv2,4,,False,repo_unavailable
training_results_v4.0,Dell,XE9640x4H100-SXM-80GB,ssd,4,,False,repo_unavailable
training_results_v4.0,Dell,XE9640x4H100-SXM-80GB,resnet,4,,False,repo_unavailable
training_results_v4.0,Dell,XE9640x4H100-SXM-80GB,bert,4,,False,repo_unavailable
training_results_v4.0,Dell,R760xax4L40S,ssd,4,,False,repo_unavailable
training_results_v4.0,Dell,R760xax4L40S,resnet,4,,False,repo_unavailable
training_results_v4.0,Dell,R760xax4L40S,bert,4,,False,repo_unavailable
training_results_v4.0,GigaComputing,G593-SD1_dgl,gnn,8,,False,repo_unavailable
training_results_v4.0,GigaComputing,G593-SD1_pytorch,llama2_70b_lora,8,,False,repo_unavailable
training_results_v4.0,GigaComputing,G593-SD1_pytorch,ssd,8,,False,repo_unavailable
training_results_v4.0,GigaComputing,G593-SD1_pytorch,bert,8,,False,repo_unavailable
training_results_v4.0,GigaComputing,G593-SD1_pytorch,stable_diffusion,8,,False,repo_unavailable
training_results_v4.0,GigaComputing,G593-SD1_mxnet,resnet,8,,False,repo_unavailable
training_results_v4.0,GigaComputing,G593-SD1_hugectr,dlrm_dcnv2,8,,False,repo_unavailable
training_results_v4.0,Red_Hat,AS-8125GS-TNHR-RHEL9.4,llama2_70b_lora,8,,False,repo_unavailable
training_results_v4.0,JuniperNetworks,h100_n4_ngc24.1_pytorch_deepspeed,llama2_70b_lora,32,,False,repo_unavailable
training_results_v4.0,JuniperNetworks,a100_n8_ngc23.09_pytorch,bert,64,,False,repo_unavailable
training_results_v4.0,JuniperNetworks,a100_n8_ngc23.09_merlin_hugectr,dlrm_dcnv2,64,,False,repo_unavailable
training_results_v4.0,JuniperNetworks,h100_n4_ngc23.09_pytorch,bert,32,,False,repo_unavailable
training_results_v4.0,JuniperNetworks,h100_n4_ngc23.09_merlin_hugectr,dlrm_dcnv2,32,,False,repo_unavailable
training_results_v4.0,JuniperNetworks,h100_n1_ngc24.1_pytorch_deepspeed,llama2_70b_lora,8,,False,repo_unavailable
training_results_v4.0,JuniperNetworks,a100_n8_ngc24.1_pytorch_deepspeed,llama2_70b_lora,64,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_ngc24.04_pytorch,ssd,8,,False,repo_unavailable
training_results_v4.0,NVIDIA,l40s_n16_ngc24.04_pytorch,ssd,64,,False,repo_unavailable
training_results_v4.0,NVIDIA,l40s_n16_ngc24.04_nemo,llama2_70b_lora,64,,False,repo_unavailable
training_results_v4.0,NVIDIA,l40s_n16_ngc24.04_nemo,stable_diffusion,64,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_n8_ngc24.04_dgl,gnn,64,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_ngc23.04_pytorch,bert,8,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_n64_ngc24.04_nemo,gpt3,512,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_n64_ngc24.04_nemo,stable_diffusion,512,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_n128_ngc24.04_nemo,llama2_70b_lora,1024,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_n128_ngc24.04_nemo,stable_diffusion,1024,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_n8_ngc24.04_merlin_hugectr,dlrm_dcnv2,64,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_n16_ngc24.04_merlin_hugectr,dlrm_dcnv2,128,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_ngc24.04_mxnet,resnet,8,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_n8_ngc23.04_pytorch,bert,64,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_n8_ngc24.04_pytorch,ssd,64,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_ngc24.04_nemo,llama2_70b_lora,8,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_ngc24.04_nemo,stable_diffusion,8,,False,repo_unavailable
training_results_v4.0,NVIDIA,l40s_n2_ngc24.04_pytorch,ssd,8,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos-dfw_n1452_ngc24.04_nemo,gpt3,11616,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_n64_ngc24.04_dgl,gnn,512,,False,repo_unavailable
training_results_v4.0,NVIDIA,l40s_n16_ngc24.04_mxnet,resnet,64,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos-dfw_n1344_ngc24.04_nemo,gpt3,10752,,False,repo_unavailable
training_results_v4.0,NVIDIA,h200_ngc24.04_merlin_hugectr,dlrm_dcnv2,8,,False,repo_unavailable
training_results_v4.0,NVIDIA,h200_ngc24.04_nemo,llama2_70b_lora,8,,False,repo_unavailable
training_results_v4.0,NVIDIA,h200_ngc24.04_nemo,stable_diffusion,8,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_n8_ngc24.04_mxnet,resnet,64,,False,repo_unavailable
training_results_v4.0,NVIDIA,h200_ngc24.04_pytorch,ssd,8,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_n316_ngc24.04_pytorch,ssd,2528,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_n8_ngc24.04_nemo,llama2_70b_lora,64,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_n8_ngc24.04_nemo,stable_diffusion,64,,False,repo_unavailable
training_results_v4.0,NVIDIA,h200_ngc24.04_dgl,gnn,8,,False,repo_unavailable
training_results_v4.0,NVIDIA,coreweave_hgxh100_n448_ngc23.04_mxnet,resnet,3584,,False,repo_unavailable
training_results_v4.0,NVIDIA,h200_ngc24.04_mxnet,resnet,8,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_ngc24.04_merlin_hugectr,dlrm_dcnv2,8,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_n316_ngc24.04_mxnet,resnet,2528,,False,repo_unavailable
training_results_v4.0,NVIDIA,l40s_n2_ngc24.04_mxnet,resnet,8,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_ngc24.04_dgl,gnn,8,,False,repo_unavailable
training_results_v4.0,NVIDIA,h200_ngc23.09_pytorch,bert,8,,False,repo_unavailable
training_results_v4.0,NVIDIA,l40s_n96_ngc24.04_nemo,llama2_70b_lora,384,,False,repo_unavailable
training_results_v4.0,NVIDIA,eos_n434_ngc23.09_pytorch,bert,3472,,False,repo_unavailable
training_results_v4.0,smc,1xSMC-H100-SXM-80GB,dlrm_dcnv2,8,,False,repo_unavailable
training_results_v4.0,smc,1xSMC-H100-SXM-80GB,llama2_70b_lora,8,,False,repo_unavailable
training_results_v4.0,smc,1xSMC-H100-SXM-80GB,ssd,8,,False,repo_unavailable
training_results_v4.0,smc,1xSMC-H100-SXM-80GB,resnet,8,,False,repo_unavailable
training_results_v4.0,smc,1xSMC-H100-SXM-80GB,bert,8,,False,repo_unavailable
training_results_v4.0,smc,8xSMC-H100-SXM-80GB,llama2_70b_lora,64,,False,repo_unavailable
training_results_v4.0,smc,8xSMC-H100-SXM-80GB,ssd,64,,False,repo_unavailable
training_results_v4.0,smc,8xSMC-H100-SXM-80GB,resnet,64,,False,repo_unavailable
training_results_v4.0,smc,8xSMC-H100-SXM-80GB,stable_diffusion,64,,False,repo_unavailable
training_results_v4.0,smc,64xSMC-H100-SXM-80GB,llama2_70b_lora,512,,False,repo_unavailable
training_results_v4.0,smc,64xSMC-H100-SXM-80GB,gpt3,512,,False,repo_unavailable
training_results_v4.0,Lenovo,SR685aV3-8xH100_SXM5_80GB_700W,ssd,8,,False,repo_unavailable
training_results_v4.0,Lenovo,SR685aV3-8xH100_SXM5_80GB_700W,resnet,8,,False,repo_unavailable
training_results_v4.0,Lenovo,SR675V3-8xL40S_PCIe_48GB_350W,resnet,8,,False,repo_unavailable
training_results_v4.0,smc-ac-power,1xSMC-H100-SXM-80GB,dlrm_dcnv2,8,,False,repo_unavailable
training_results_v4.0,smc-ac-power,1xSMC-H100-SXM-80GB,llama2_70b_lora,8,,False,repo_unavailable
training_results_v4.0,smc-ac-power,1xSMC-H100-SXM-80GB,ssd,8,,False,repo_unavailable
training_results_v4.0,smc-ac-power,1xSMC-H100-SXM-80GB,resnet,8,,False,repo_unavailable
training_results_v4.0,smc-ac-power,1xSMC-H100-SXM-80GB,bert,8,,False,repo_unavailable
training_results_v4.0,smc-ac-power,8xSMC-H100-SXM-80GB,llama2_70b_lora,64,,False,repo_unavailable
training_results_v4.0,smc-ac-power,8xSMC-H100-SXM-80GB,ssd,64,,False,repo_unavailable
training_results_v4.0,smc-ac-power,8xSMC-H100-SXM-80GB,resnet,64,,False,repo_unavailable
training_results_v4.0,smc-ac-power,64xSMC-H100-SXM-80GB,llama2_70b_lora,512,,False,repo_unavailable
training_results_v4.0,smc-ac-power,64xSMC-H100-SXM-80GB,gpt3,512,,False,repo_unavailable
training_results_v4.0,HPE,HPE-Cray-XD670-Gen11-H100-SXM5-80GB_n1_pytorch_23.09,bert,8,,False,repo_unavailable
training_results_v4.0,HPE,HPE-Cray-XD670-Gen11-H100-SXM5-80GB_n1_mxnet_24.04,resnet,8,,False,repo_unavailable
training_results_v4.0,HPE,HPE-Cray-XD670-Gen11-H100-SXM5-80GB_n2_pytorch_23.09,bert,16,,False,repo_unavailable
training_results_v4.0,HPE,HPE-Cray-XD670-Gen11-H100-SXM5-80GB_n1_pytorch_24.04,llama2_70b_lora,8,,False,repo_unavailable
training_results_v4.0,HPE,HPE-Cray-XD670-Gen11-H100-SXM5-80GB_n1_pytorch_24.04,ssd,8,,False,repo_unavailable
training_results_v4.0,HPE,HPE-Cray-XD670-Gen11-H100-SXM5-80GB_n2_pytorch_24.04,llama2_70b_lora,16,,False,repo_unavailable
training_results_v4.0,HPE,HPE-Cray-XD670-Gen11-H100-SXM5-80GB_n2_pytorch_24.04,ssd,16,,False,repo_unavailable
training_results_v4.0,HPE,HPE-Cray-XD670-Gen11-H100-SXM5-80GB_n2_mxnet_24.04,resnet,16,,False,repo_unavailable
training_results_v4.0,ASUSTeK,ESC8000A-E12-8xH100-PCIE-80GB,ssd,8,,False,repo_unavailable
training_results_v4.0,ASUSTeK,ESC8000A-E12-8xH100-PCIE-80GB,resnet,8,,False,repo_unavailable
training_results_v4.0,ASUSTeK,ESC8000A-E12-8xH100-PCIE-80GB,bert,8,,False,repo_unavailable
training_results_v4.0,ASUSTeK,ESC_N8A-E12,dlrm_dcnv2,8,,False,repo_unavailable
training_results_v4.0,ASUSTeK,ESC_N8A-E12,gnn,8,,False,repo_unavailable
training_results_v4.0,ASUSTeK,ESC_N8A-E12,llama2_70b_lora,8,,False,repo_unavailable
training_results_v4.0,ASUSTeK,ESC_N8A-E12,ssd,8,,False,repo_unavailable
training_results_v4.0,ASUSTeK,ESC_N8A-E12,resnet,8,,False,repo_unavailable
training_results_v4.0,ASUSTeK,ESC_N8A-E12,bert,8,,False,repo_unavailable
training_results_v4.0,tinycorp,tinybox_green,resnet,6,,False,repo_unavailable
training_results_v4.0,Supermicro,SYS-421GE-TNHR2-LCC-1,gnn,8,,False,repo_unavailable
training_results_v4.0,Supermicro,SYS-421GE-TNHR2-LCC-1,llama2_70b_lora,8,,False,repo_unavailable
training_results_v4.0,Supermicro,SYS-421GE-TNHR2-LCC-1,ssd,8,,False,repo_unavailable
training_results_v4.0,Supermicro,SYS-421GE-TNHR2-LCC-1,resnet,8,,False,repo_unavailable
training_results_v4.0,Supermicro,SYS-421GE-TNHR2-LCC-1,bert,8,,False,repo_unavailable
training_results_v4.0,Supermicro,SYS-421GE-TNHR2-LCC-8,llama2_70b_lora,64,,False,repo_unavailable
training_results_v4.0,Supermicro,SYS-421GE-TNHR2-LCC-8,bert,64,,False,repo_unavailable
training_results_v4.0,Supermicro,AS-8125GS-TNHR-1,dlrm_dcnv2,8,,False,repo_unavailable
training_results_v4.0,Supermicro,AS-8125GS-TNHR-1,gnn,8,,False,repo_unavailable
training_results_v4.0,Supermicro,AS-8125GS-TNHR-1,ssd,8,,False,repo_unavailable
training_results_v4.0,Supermicro,AS-8125GS-TNHR-1,resnet,8,,False,repo_unavailable
training_results_v4.0,Supermicro,AS-8125GS-TNHR-1,bert,8,,False,repo_unavailable
training_results_v4.0,Supermicro,SYS-821GE-TNHR-1,dlrm_dcnv2,8,,False,repo_unavailable
training_results_v4.0,Supermicro,SYS-821GE-TNHR-1,gnn,8,,False,repo_unavailable
training_results_v4.0,Supermicro,SYS-821GE-TNHR-1,ssd,8,,False,repo_unavailable
training_results_v4.0,Supermicro,SYS-821GE-TNHR-1,resnet,8,,False,repo_unavailable
training_results_v4.0,Supermicro,SYS-821GE-TNHR-1,bert,8,,False,repo_unavailable
training_results_v4.0,Supermicro,AS-8125GS-TNHR_8_H100-SXM-80GB,llama2_70b_lora,8,,False,repo_unavailable
training_results_v4.0,Supermicro,AS-8125GS-TNHR_8_H100-SXM-80GB,resnet,8,,False,repo_unavailable
training_results_v4.0,Supermicro,AS-8125GS-TNHR_8_H100-SXM-80GB,bert,8,,False,repo_unavailable
training_results_v4.0,Fujitsu,PRIMERGY-CDI-L40Sx16,ssd,16,,False,repo_unavailable
training_results_v4.0,Fujitsu,PRIMERGY-CDI-L40Sx16,bert,16,,False,repo_unavailable
training_results_v4.0,Fujitsu,GX2560M7_H100_SXM_80GBx4,dlrm_dcnv2,4,,False,repo_unavailable
training_results_v4.0,Fujitsu,GX2560M7_H100_SXM_80GBx4,llama2_70b_lora,4,,False,repo_unavailable
training_results_v4.0,Fujitsu,GX2560M7_H100_SXM_80GBx4,ssd,4,,False,repo_unavailable
training_results_v4.0,Fujitsu,GX2560M7_H100_SXM_80GBx4,resnet,4,,False,repo_unavailable
training_results_v4.0,Fujitsu,GX2560M7_H100_SXM_80GBx4,bert,4,,False,repo_unavailable
training_results_v4.0,Fujitsu,GX2560M7_H100_SXM_80GBx4,stable_diffusion,4,,False,repo_unavailable
training_results_v4.0,Fujitsu,PRIMERGY-CDI-L40Sx8,resnet,8,,False,repo_unavailable
training_results_v4.0,smc-dc-power,1xSMC-H100-SXM-80GB,dlrm_dcnv2,8,,False,repo_unavailable
training_results_v4.0,smc-dc-power,1xSMC-H100-SXM-80GB,llama2_70b_lora,8,,False,repo_unavailable
training_results_v4.0,smc-dc-power,1xSMC-H100-SXM-80GB,ssd,8,,False,repo_unavailable
training_results_v4.0,smc-dc-power,1xSMC-H100-SXM-80GB,resnet,8,,False,repo_unavailable
training_results_v4.0,smc-dc-power,1xSMC-H100-SXM-80GB,bert,8,,False,repo_unavailable
training_results_v4.0,smc-dc-power,8xSMC-H100-SXM-80GB,llama2_70b_lora,64,,False,repo_unavailable
training_results_v4.0,smc-dc-power,8xSMC-H100-SXM-80GB,ssd,64,,False,repo_unavailable
training_results_v4.0,smc-dc-power,8xSMC-H100-SXM-80GB,resnet,64,,False,repo_unavailable
training_results_v4.0,smc-dc-power,64xSMC-H100-SXM-80GB,llama2_70b_lora,512,,False,repo_unavailable
training_results_v4.0,smc-dc-power,64xSMC-H100-SXM-80GB,gpt3,512,,False,repo_unavailable
training_results_v4.0,Quanta_Cloud_Technology,D54U-3U,dlrm_dcnv2,4,,False,repo_unavailable
training_results_v4.0,Quanta_Cloud_Technology,D54U-3U,ssd,4,,False,repo_unavailable
training_results_v4.0,Quanta_Cloud_Technology,D54U-3U,resnet,4,,False,repo_unavailable
training_results_v4.0,Quanta_Cloud_Technology,D54U-3U,bert,4,,False,repo_unavailable
training_results_v4.0,Quanta_Cloud_Technology,D74H-7U,dlrm_dcnv2,8,,False,repo_unavailable
training_results_v4.0,Quanta_Cloud_Technology,D74H-7U,gnn,8,,False,repo_unavailable
training_results_v4.0,Quanta_Cloud_Technology,D74H-7U,llama2_70b_lora,8,,False,repo_unavailable
training_results_v4.0,Quanta_Cloud_Technology,D74H-7U,ssd,8,,False,repo_unavailable
training_results_v4.0,Quanta_Cloud_Technology,D74H-7U,resnet,8,,False,repo_unavailable
training_results_v4.0,Quanta_Cloud_Technology,D74H-7U,bert,8,,False,repo_unavailable
training_results_v4.0,Quanta_Cloud_Technology,D74H-7U,stable_diffusion,8,,False,repo_unavailable
training_results_v4.0,Google,cloud-tpu-v5p-12288-maxtext,gpt3,6144,,False,repo_unavailable
training_results_v4.0,Google,cloud-tpu-v5p-2048-maxtext,gpt3,1024,,False,repo_unavailable
training_results_v4.0,Google,cloud-tpu-v5p-1024-maxtext,gpt3,512,,False,repo_unavailable
training_results_v4.0,Google,cloud-tpu-v5p-3072-maxtext,gpt3,1536,,False,repo_unavailable
training_results_v4.0,Oracle,8xBM.GPU.H100.8,ssd,64,,False,repo_unavailable
training_results_v4.0,Oracle,8xBM.GPU.H100.8,resnet,64,,False,repo_unavailable
training_results_v4.0,Oracle,8xBM.GPU.H100.8,stable_diffusion,64,,False,repo_unavailable
training_results_v4.0,Oracle,1xBM.GPU.H100.8,dlrm_dcnv2,8,,False,repo_unavailable
training_results_v4.0,Oracle,1xBM.GPU.H100.8,llama2_70b_lora,8,,False,repo_unavailable
training_results_v4.0,Oracle,1xBM.GPU.H100.8,ssd,8,,False,repo_unavailable
training_results_v4.0,Oracle,1xBM.GPU.H100.8,resnet,8,,False,repo_unavailable
training_results_v4.0,Oracle,16xBM.GPU.H100.8,stable_diffusion,128,,False,repo_unavailable
training_results_v4.1,Dell,8xXE9680x8H100-SXM-80GB-POWER,llama2_70b_lora,64,,False,repo_unavailable
training_results_v4.1,Dell,XE8640x4H100-SXM-80GB,llama2_70b_lora,4,,False,repo_unavailable
training_results_v4.1,Dell,XE8640x4H100-SXM-80GB,ssd,4,,False,repo_unavailable
training_results_v4.1,Dell,XE8640x4H100-SXM-80GB,bert,4,,False,repo_unavailable
training_results_v4.1,Dell,2xXE9680x8H100-SXM-80GB,llama2_70b_lora,16,,False,repo_unavailable
training_results_v4.1,Dell,4xXE9680x8H100-SXM-80GB,llama2_70b_lora,32,,False,repo_unavailable
training_results_v4.1,Dell,4xXE9680x8H100-SXM-80GB,ssd,32,,False,repo_unavailable
training_results_v4.1,Dell,8xXE9680x8H100-SXM-80GB,llama2_70b_lora,64,,False,repo_unavailable
training_results_v4.1,Dell,XE9680x8H200-SXM-141GB,dlrm_dcnv2,8,,False,repo_unavailable
training_results_v4.1,Dell,XE9680x8H200-SXM-141GB,gnn,8,,False,repo_unavailable
training_results_v4.1,Dell,XE9680x8H200-SXM-141GB,llama2_70b_lora,8,,False,repo_unavailable
training_results_v4.1,Dell,XE9680x8H200-SXM-141GB,ssd,8,,False,repo_unavailable
training_results_v4.1,Dell,XE9680x8H200-SXM-141GB,bert,8,,False,repo_unavailable
training_results_v4.1,Dell,XE9680x8H200-SXM-141GB,stable_diffusion,8,,False,repo_unavailable
training_results_v4.1,Dell,XE9680x8H100-SXM-80GB,gnn,8,,False,repo_unavailable
training_results_v4.1,Dell,XE9680x8H100-SXM-80GB,llama2_70b_lora,8,,False,repo_unavailable
training_results_v4.1,Dell,XE9680x8H100-SXM-80GB,ssd,8,,False,repo_unavailable
training_results_v4.1,Dell,XE9680x8H100-SXM-80GB,bert,8,,False,repo_unavailable
training_results_v4.1,Dell,XE9680x8H100-SXM-80GB,stable_diffusion,8,,False,repo_unavailable
training_results_v4.1,Dell,XE9640x4H100-SXM-80GB,gnn,4,,False,repo_unavailable
training_results_v4.1,Dell,XE9640x4H100-SXM-80GB,llama2_70b_lora,4,,False,repo_unavailable
training_results_v4.1,Dell,XE9640x4H100-SXM-80GB,ssd,4,,False,repo_unavailable
training_results_v4.1,Dell,R760x2H100NVL-PCIe-94GB,ssd,2,,False,repo_unavailable
training_results_v4.1,GigaComputing,G593-ZD1_dgl,gnn,8,,False,repo_unavailable
training_results_v4.1,GigaComputing,G593-ZD1_hugectr,dlrm_dcnv2,8,,False,repo_unavailable
training_results_v4.1,GigaComputing,G593-ZD1_pytorch,llama2_70b_lora,8,,False,repo_unavailable
training_results_v4.1,GigaComputing,G593-ZD1_pytorch,ssd,8,,False,repo_unavailable
training_results_v4.1,GigaComputing,G593-ZD1_pytorch,bert,8,,False,repo_unavailable
training_results_v4.1,GigaComputing,G593-ZD1_pytorch,stable_diffusion,8,,False,repo_unavailable
training_results_v4.1,NVIDIA,eos_n8_ngc24.09_nemo,llama2_70b_lora,64,,False,repo_unavailable
training_results_v4.1,NVIDIA,eos_n8_ngc24.09_nemo,stable_diffusion,64,,False,repo_unavailable
training_results_v4.1,NVIDIA,eos_n8_ngc24.06_merlin_hugectr,dlrm_dcnv2,64,,False,repo_unavailable
training_results_v4.1,NVIDIA,h200_ngc24.09_nemo,llama2_70b_lora,8,,False,repo_unavailable
training_results_v4.1,NVIDIA,h200_ngc24.09_nemo,stable_diffusion,8,,False,repo_unavailable
training_results_v4.1,NVIDIA,eos_n64_ngc24.09_dgl,gnn,512,,False,repo_unavailable
training_results_v4.1,NVIDIA,b200_preview_nemo,llama2_70b_lora,8,,False,repo_unavailable
training_results_v4.1,NVIDIA,b200_preview_nemo,stable_diffusion,8,,False,repo_unavailable
training_results_v4.1,NVIDIA,eos_n64_ngc24.09_nemo,gpt3,512,,False,repo_unavailable
training_results_v4.1,NVIDIA,eos_n64_ngc24.09_nemo,stable_diffusion,512,,False,repo_unavailable
training_results_v4.1,NVIDIA,eos_n128_ngc24.09_nemo,llama2_70b_lora,1024,,False,repo_unavailable
training_results_v4.1,NVIDIA,eos_ngc24.09_dgl,gnn,8,,False,repo_unavailable
training_results_v4.1,NVIDIA,eos_ngc23.04_pytorch,bert,8,,False,repo_unavailable
training_results_v4.1,NVIDIA,b200_preview_pytorch,ssd,8,,False,repo_unavailable
training_results_v4.1,NVIDIA,b200_preview_pytorch,bert,8,,False,repo_unavailable
training_results_v4.1,NVIDIA,eos_n128_ngc24.04_nemo,stable_diffusion,1024,,False,repo_unavailable
training_results_v4.1,NVIDIA,eos_n16_ngc24.06_merlin_hugectr,dlrm_dcnv2,128,,False,repo_unavailable
training_results_v4.1,NVIDIA,b200_preview_dgl,gnn,8,,False,repo_unavailable
training_results_v4.1,NVIDIA,b200_n8_preview_nemo,gpt3,64,,False,repo_unavailable
training_results_v4.1,NVIDIA,eos_n8_ngc23.04_pytorch,bert,64,,False,repo_unavailable
training_results_v4.1,NVIDIA,eos_n32_ngc24.09_nemo,gpt3,256,,False,repo_unavailable
training_results_v4.1,NVIDIA,eos_ngc24.09_pytorch,ssd,8,,False,repo_unavailable
